RA,Nome,Ano,Idade,Genero,Ano_ingresso,Anos_na_PM,Instituicao_ensino,Fase_raw,Fase_num,Turma,Pedra,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Nota_Mat,Nota_Por,Nota_Ing,Fase_ideal_raw,Fase_ideal_num,Defasagem,Categoria_Defasagem,Indicado_bolsa,Atingiu_PV,Rec_Psicologia
RA-727,Aluno-727,2022,8,Masculino,2022,0.0,Escola Pública,0,0,H,Ametista,7.736,10.0,8.4,7.7,9.0,8.1,,6.75,9.3,7.4,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-727,Aluno-727,2023,9,Masculino,2022,1.0,Pública,ALFA,0,ALFA G - G2/G3,Ametista,7.6802,5.0,8.0,8.8,9.5,2.52,7.5,9.34,8.3,7.7,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-727,Aluno-727,2024,10,Masculino,2022,2.0,Pública,1G,1,1G,Topázio,8.447003030300001,10.0,8.5,8.4848484845,10.002,6.26,8.125,8.056666667,10.0,7.0,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-728,Aluno-728,2022,8,Feminino,2022,0.0,Escola Pública,0,0,H,Topázio,8.244,10.0,9.1,7.3,9.5,8.1,,8.167,9.3,8.9,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-729,Aluno-729,2022,8,Feminino,2022,0.0,Escola Pública,0,0,H,Topázio,8.155,10.0,8.1,8.7,10.0,8.1,,7.25,8.5,7.8,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-729,Aluno-729,2023,9,Feminino,2022,1.0,Pública,ALFA,0,ALFA V - G0/G1,Ametista,7.26545,5.0,8.6,9.1,8.0,3.77,6.5625,7.01,8.2,8.9,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-729,Aluno-729,2024,10,Feminino,2022,2.0,Pública,ALFA,0,ALFA J - G2/G3,Ágata,6.684533333300001,5.0,6.0,8.4166666665,8.002,2.51,7.5,7.5,6.0,6.0,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-73,Aluno-73,2022,17,Feminino,2022,0.0,Escola Pública,5,5,C,Quartzo,5.271,5.0,3.3,3.0,7.1,7.5,,7.278,4.5,3.0,2.3,Fase 7 (3º EM),7.0,-2,Moderada,True,False,Não atendido
RA-730,Aluno-730,2022,10,Feminino,2021,1.0,Escola Pública,0,0,I,Ametista,7.902,5.0,8.3,8.2,10.0,8.8,,8.25,8.7,8.0,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-730,Aluno-730,2023,10,Feminino,2021,2.0,Privada,FASE 1,1,1F,Ametista,7.979325,5.0,7.8,8.7,10.0,5.02,9.53125,8.67,7.8,7.7,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-730,Aluno-730,2024,11,Feminino,2021,3.0,Pública,2I,2,2I,Topázio,8.469255555700002,10.0,9.5,7.152777778,8.002,6.885,9.166666667,8.666666667,10.0,9.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-731,Aluno-731,2022,10,Feminino,2019,3.0,Escola Pública,0,0,I,Ametista,7.151,5.0,7.3,8.5,9.0,6.9,,7.083,7.3,7.2,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Requer avaliação
RA-731,Aluno-731,2023,11,Feminino,2019,4.0,Pública,FASE 1,1,1J,Ágata,6.7742,5.0,6.8,7.6,8.5,3.14,7.5,7.45,6.2,7.3,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-731,Aluno-731,2024,12,Feminino,2021,3.0,Pública,2G,2,2G,Quartzo,4.7704873377000006,5.0,2.5,4.188311688500001,9.502,4.375,5.78125,4.835,0.0,5.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-732,Aluno-732,2022,9,Masculino,2022,0.0,Escola Pública,0,0,I,Ametista,7.347,5.0,7.2,7.9,9.0,8.8,,7.5,7.5,6.8,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-733,Aluno-733,2022,9,Feminino,2022,0.0,Escola Pública,0,0,J,Ágata,6.684,5.0,5.1,8.5,9.5,5.6,,6.917,6.0,4.2,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-733,Aluno-733,2023,9,Feminino,2022,1.0,Pública,FASE 1,1,1G,Topázio,8.3342,10.0,6.2,8.7,10.0,7.52,8.333333333,8.893333333,4.3,8.0,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-733,Aluno-733,2024,10,Feminino,2022,2.0,Pública,1J,1,1J,Topázio,8.808825,5.0,9.25,10.0,10.002,7.51,8.90625,9.085,9.0,9.5,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-734,Aluno-734,2022,10,Feminino,2022,0.0,Escola Pública,0,0,J,Ágata,6.952,5.0,7.3,7.2,9.5,5.6,,7.417,8.0,6.5,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Sem limitações
RA-734,Aluno-734,2023,11,Feminino,2022,1.0,Pública,FASE 1,1,1A,Ametista,7.305908333,5.0,6.9,8.0,8.5,7.52,7.34375,7.446666667,6.8,7.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-735,Aluno-735,2022,10,Feminino,2021,1.0,Escola Pública,0,0,J,Ametista,7.485,5.0,7.3,9.0,9.0,5.6,,8.583,7.8,6.7,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,True,Sem limitações
RA-735,Aluno-735,2023,11,Feminino,2021,2.0,Pública,FASE 1,1,1J,Ametista,7.184,5.0,8.1,9.0,0.0,7.52,8.333333333,8.393333333,7.7,8.5,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-735,Aluno-735,2024,12,Feminino,2021,3.0,Pública,2H,2,2H,Ametista,7.7888467391,5.0,8.0,9.782608695499999,8.002,6.255,7.65625,7.705,8.0,8.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-736,Aluno-736,2022,10,Masculino,2022,0.0,Escola Pública,0,0,J,Ágata,6.707,5.0,5.4,8.5,9.0,5.6,,7.0,4.7,6.2,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Sem limitações
RA-736,Aluno-736,2023,10,Masculino,2022,1.0,Pública,FASE 1,1,1G,Ametista,7.600033333,5.0,6.7,9.5,8.5,6.27,7.708333333,8.11,4.8,8.5,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-737,Aluno-737,2022,9,Feminino,2022,0.0,Escola Pública,0,0,J,Ametista,8.058,5.0,9.0,9.2,9.5,5.6,,9.167,8.5,9.5,,Fase 1 (4º ano),1.0,-1,Moderada,False,True,Sem limitações
RA-737,Aluno-737,2023,9,Feminino,2022,1.0,Pública,FASE 1,1,1J,Topázio,8.048033333,10.0,7.5,7.8,9.5,7.52,7.291666667,7.783333333,7.0,8.0,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-737,Aluno-737,2024,11,Feminino,2022,2.0,Pública,2H,2,2H,Topázio,8.4695488613,10.0,9.25,8.6542443065,8.502,6.885,7.5,8.0,9.0,9.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-738,Aluno-738,2022,8,Feminino,2022,0.0,Escola Pública,0,0,J,Ametista,7.227,10.0,5.7,8.1,8.5,5.6,,7.5,7.7,3.7,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-738,Aluno-738,2023,9,Feminino,2022,1.0,Pública,FASE 1,1,1F,Topázio,8.123283333,10.0,6.0,9.3,8.0,7.52,8.4375,8.336666667,4.2,7.8,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-738,Aluno-738,2024,10,Feminino,2022,2.0,Pública,1H,1,1H,Ametista,7.2626980238000005,5.0,7.25,7.292490119,10.002,6.885,6.875,7.39,7.5,7.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-739,Aluno-739,2022,8,Masculino,2022,0.0,Escola Pública,0,0,J,Ágata,6.82,10.0,5.9,7.3,6.4,5.6,,7.083,6.0,5.8,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-739,Aluno-739,2023,9,Masculino,2022,1.0,Pública,ALFA,0,ALFA G - G2/G3,Ametista,7.5972,5.0,7.6,8.3,9.0,7.52,6.25,8.25,7.3,7.8,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-74,Aluno-74,2022,16,Masculino,2022,0.0,Escola Pública,5,5,C,Quartzo,4.989,5.0,2.0,3.3,9.6,7.5,,5.833,6.0,0.0,0.0,Fase 6 (2º EM),6.0,-1,Moderada,False,False,Não atendido
RA-740,Aluno-740,2022,9,Feminino,2022,0.0,Escola Pública,0,0,J,Ametista,7.218,5.0,7.2,9.0,8.5,5.6,,7.5,7.3,7.0,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-740,Aluno-740,2023,10,Feminino,2022,1.0,Privada,ALFA,0,ALFA G - G2/G3,Ametista,7.2845,5.0,9.1,8.7,0.0,7.52,6.875,8.925,9.0,9.2,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-740,Aluno-740,2024,11,Feminino,2022,2.0,Privada,1H,1,1H,Topázio,8.1611005269,5.0,8.0,9.555335968,9.002,7.51,8.541666667,8.223333333,8.0,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-741,Aluno-741,2022,10,Feminino,2022,0.0,Escola Pública,0,0,J,Ágata,6.896,5.0,6.3,8.4,9.5,5.6,,7.417,7.3,5.2,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Sem limitações
RA-741,Aluno-741,2023,11,Feminino,2022,1.0,Pública,ALFA,0,ALFA J - G2/G3,Ágata,6.2707,5.0,5.1,6.9,9.5,4.39,5.625,7.095,4.2,6.0,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-741,Aluno-741,2024,12,Feminino,2022,2.0,Pública,1H,1,1H,Quartzo,5.0795885374,5.0,3.75,5.2964426875,8.418,5.005,5.833333333,4.223333333,3.5,4.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-742,Aluno-742,2022,9,Feminino,2022,0.0,Escola Pública,0,0,J,Ametista,7.097,5.0,7.3,8.7,8.5,5.0,,7.5,8.3,6.2,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-742,Aluno-742,2023,10,Feminino,2022,1.0,Pública,ALFA,0,ALFA I - G2/G3,Ametista,7.024,5.0,7.5,7.6,0.0,7.52,7.5,10.01,6.2,8.8,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-743,Aluno-743,2022,9,Feminino,2022,0.0,Escola Pública,0,0,J,Ágata,6.672,5.0,4.8,7.9,10.0,5.6,,7.5,4.8,4.8,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-743,Aluno-743,2023,10,Feminino,2022,1.0,Pública,ALFA,0,ALFA E - G2/G3,Ágata,6.659,5.0,7.1,9.1,0.0,3.77,7.5,9.01,7.3,6.8,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-743,Aluno-743,2024,11,Feminino,2022,2.0,Pública,1C,1,1C,Ametista,7.655745454500001,5.0,7.0,9.2727272725,9.002,7.51,7.5,7.5,6.5,7.5,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-744,Aluno-744,2022,8,Feminino,2022,0.0,Escola Pública,0,0,J,Ametista,7.742,10.0,6.2,9.7,9.5,5.6,,7.5,6.0,6.3,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-745,Aluno-745,2022,9,Masculino,2021,1.0,Rede Decisão,0,0,J,Ametista,7.382,5.0,8.1,8.5,9.0,5.6,,7.75,8.5,7.7,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Sem limitações
RA-745,Aluno-745,2023,10,Masculino,2021,2.0,Privada - Programa de Apadrinhamento,FASE 1,1,1G,Ametista,7.668366667,5.0,7.0,9.3,9.5,3.77,8.125,8.893333333,5.7,8.2,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-745,Aluno-745,2024,11,Masculino,2021,3.0,Privada - Programa de Apadrinhamento,2I,2,2I,Topázio,8.6102,10.0,8.5,10.0,9.002,6.26,7.5,8.17,8.0,9.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-746,Aluno-746,2022,8,Masculino,2022,0.0,Escola Pública,0,0,J,Ametista,7.656,10.0,7.2,9.1,8.0,5.6,,7.417,7.7,6.7,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Sem limitações
RA-746,Aluno-746,2023,9,Masculino,2022,1.0,Pública,FASE 1,1,1G,Ágata,6.517166667,10.0,7.2,8.0,0.0,3.77,6.875,7.113333333,6.0,8.3,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-746,Aluno-746,2024,10,Masculino,2022,2.0,Pública,2I,2,2I,Ametista,7.903311111100001,10.0,8.0,7.4305555555,8.502,7.51,7.5,7.33,8.0,8.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-747,Aluno-747,2022,11,Feminino,2022,0.0,Escola Pública,0,0,K,Ametista,7.676,5.0,8.8,7.6,10.0,7.5,,7.917,8.2,9.4,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,True,False,Não atendido
RA-747,Aluno-747,2023,11,Feminino,2022,1.0,Pública,FASE 1,1,1L,Ágata,6.026366667,5.0,3.1,8.0,10.0,3.14,6.041666667,6.94,1.2,5.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-747,Aluno-747,2024,12,Feminino,2022,2.0,Pública,1K,1,1K,Quartzo,5.8450809523,5.0,2.25,8.095238095,10.002,5.005,7.083333333,5.335,4.5,0.0,,Fase 3 (7° e 8° ano),3.0,-2,Moderada,,,
RA-748,Aluno-748,2022,9,Masculino,2022,0.0,Escola Pública,0,0,K,Topázio,8.084,5.0,9.1,9.0,10.0,7.5,,8.25,9.6,8.6,,Fase 1 (4º ano),1.0,-1,Moderada,True,False,Não atendido
RA-748,Aluno-748,2023,10,Masculino,2022,1.0,Pública,ALFA,0,ALFA O - G2/G3,Topázio,8.7142,5.0,9.1,9.7,9.5,7.52,7.5,10.01,9.0,9.2,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-748,Aluno-748,2024,11,Masculino,2021,3.0,Pública,1K,1,1K,Topázio,8.2272,5.0,7.75,10.0,9.502,7.51,8.75,8.005,7.5,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-749,Aluno-749,2022,9,Masculino,2022,0.0,Escola Pública,0,0,K,Ametista,7.484,5.0,8.8,7.7,9.5,7.5,,7.25,9.5,8.1,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-749,Aluno-749,2023,9,Masculino,2022,1.0,Pública,ALFA,0,ALFA O - G2/G3,Ametista,7.7597,5.0,7.3,9.0,10.0,7.52,5.625,8.425,7.3,7.3,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-749,Aluno-749,2024,10,Masculino,2022,2.0,Pública,ALFA,0,ALFA O - G2/G3,Topázio,8.3373184211,5.0,8.75,9.7368421055,9.502,8.13,8.4375,7.665,10.0,7.5,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-75,Aluno-75,2022,16,Feminino,2022,0.0,Escola Pública,5,5,F,Quartzo,3.915,5.0,0.0,3.8,5.4,6.3,,4.625,0.0,0.0,,Fase 6 (2º EM),6.0,-1,Moderada,False,False,Sem limitações
RA-750,Aluno-750,2022,10,Masculino,2019,3.0,Escola Pública,0,0,K,Ágata,6.344,5.0,6.8,8.9,9.5,4.4,,5.167,7.1,6.4,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não indicado
RA-750,Aluno-750,2023,11,Masculino,2019,4.0,Pública,ALFA,0,ALFA U - G2/G3,Quartzo,5.6857,5.0,3.4,7.7,9.5,3.14,4.375,6.32,3.3,3.5,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-750,Aluno-750,2024,12,Masculino,2021,3.0,Pública,1B,1,1B,Quartzo,4.542230369,5.0,3.75,5.938735178,6.249,4.38,4.0625,3.176666667,0.5,7.0,,Fase 3 (7° e 8° ano),3.0,-2,Moderada,,,
RA-751,Aluno-751,2022,11,Masculino,2022,0.0,Escola Pública,0,0,K,Quartzo,5.246,5.0,3.8,5.8,8.5,7.5,,6.167,2.7,4.9,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-752,Aluno-752,2022,11,Feminino,2022,0.0,Escola Pública,0,0,K,Topázio,8.197,5.0,9.5,9.0,10.0,7.5,,8.417,9.6,9.4,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,True,True,Não atendido
RA-752,Aluno-752,2023,11,Feminino,2022,1.0,Pública,FASE 1,1,1N,Topázio,8.073825,5.0,6.4,9.9,9.5,7.52,7.65625,9.23,4.8,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-752,Aluno-752,2024,12,Feminino,2022,2.0,Pública,2U,2,2U,Ágata,6.57279265,5.0,5.75,7.525879916999999,9.502,7.51,5.9375,5.613333333,7.0,4.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-753,Aluno-753,2022,8,Feminino,2022,0.0,Escola Pública,0,0,K,Topázio,8.481,10.0,9.1,8.6,9.5,7.5,,8.417,9.4,8.8,,ALFA  (2º e 3º ano),,0,Em fase,True,True,Não atendido
RA-753,Aluno-753,2023,9,Feminino,2022,1.0,Pública,ALFA,0,ALFA O - G2/G3,Topázio,8.6672,5.0,9.0,9.9,9.0,7.52,7.5,9.925,9.0,9.0,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-753,Aluno-753,2024,10,Feminino,2022,2.0,Pública,1K,1,1K,Topázio,8.2450571429,5.0,8.5,9.047619048,10.002,7.51,8.333333333,8.255,9.0,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-754,Aluno-754,2022,9,Masculino,2022,0.0,Escola Pública,0,0,K,Ágata,6.602,5.0,7.9,5.8,10.0,4.4,,6.917,7.8,8.1,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não indicado
RA-754,Aluno-754,2023,10,Masculino,2022,1.0,Pública,ALFA,0,ALFA M - G0/G1,Ágata,6.0537,5.0,5.6,6.1,9.5,2.52,6.875,6.67,5.7,5.4,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-754,Aluno-754,2024,11,Masculino,2022,2.0,Pública,ALFA,0,ALFA L - G2/G3,Quartzo,5.6127,5.0,6.25,6.25,8.502,5.625,2.5,4.75,6.0,6.5,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-755,Aluno-755,2022,8,Masculino,2022,0.0,Escola Pública,0,0,K,Topázio,8.566,10.0,9.5,9.2,9.5,6.9,,8.083,9.8,9.3,,ALFA  (2º e 3º ano),,0,Em fase,True,False,Não atendido
RA-755,Aluno-755,2023,9,Masculino,2022,1.0,Pública,ALFA,0,ALFA O - G2/G3,Topázio,8.7442,5.0,9.2,9.5,10.0,7.52,7.5,10.01,9.2,9.2,,Fase 1 (3° e 4° ano),1.0,-1,Moderada,,,
RA-755,Aluno-755,2024,10,Masculino,2022,2.0,Pública,1M,1,1M,Topázio,8.925450000000001,5.0,9.75,10.0,10.002,7.51,9.0625,9.09,10.0,9.5,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-756,Aluno-756,2022,9,Masculino,2022,0.0,Escola Pública,0,0,K,Ágata,6.976,5.0,5.7,7.9,10.0,7.5,,7.25,5.6,5.8,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-756,Aluno-756,2023,10,Masculino,2022,1.0,Pública,ALFA,0,ALFA K - G0/G1,Ametista,7.0927,5.0,6.1,8.7,10.0,7.52,5.625,6.59,5.4,6.8,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-756,Aluno-756,2024,11,Masculino,2022,2.0,Pública,ALFA,0,ALFA L - G2/G3,Ametista,7.361700000000001,5.0,5.5,8.75,10.002,7.51,8.125,7.24,10.0,1.0,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-757,Aluno-757,2022,9,Feminino,2022,0.0,Escola Pública,0,0,K,Topázio,8.26,5.0,9.7,9.3,9.5,7.5,,8.5,9.9,9.6,,Fase 1 (4º ano),1.0,-1,Moderada,True,True,Não atendido
RA-757,Aluno-757,2023,10,Feminino,2022,1.0,Pública,ALFA,0,ALFA O - G2/G3,Topázio,8.6742,5.0,9.3,9.6,9.0,7.52,7.5,10.01,9.5,9.0,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-757,Aluno-757,2024,11,Feminino,2022,2.0,Pública,1K,1,1K,Ametista,7.938842857200001,5.0,7.0,9.285714286000001,9.502,7.51,8.125,8.34,6.5,7.5,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-758,Aluno-758,2022,9,Masculino,2022,0.0,Escola Pública,0,0,L,Ametista,7.911,5.0,8.1,9.1,9.0,7.5,,8.333,8.0,8.2,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-759,Aluno-759,2022,10,Feminino,2021,1.0,Escola Pública,0,0,L,Ametista,7.563,5.0,7.5,8.6,9.0,7.5,,7.833,8.3,6.7,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-76,Aluno-76,2022,15,Feminino,2017,5.0,Rede Decisão,5,5,F,Topázio,9.105,10.0,8.7,9.1,10.0,8.1,,9.292,9.3,8.3,8.4,Fase 5 (1º EM),5.0,0,Em fase,False,True,Sem limitações
RA-76,Aluno-76,2023,15,Feminino,2017,6.0,Privada *Parcerias com Bolsa 100%,FASE 7,7,7E,,,10.0,,,10.0,2.52,,,,,,Fase 5 (1° EM),5.0,2,Em fase,,,
RA-76,Aluno-76,2024,16,Feminino,2021,3.0,Privada *Parcerias com Bolsa 100%,7E,7,7E,Topázio,8.152033333333334,10.0,7.066666666666666,9.0,10.002,6.885,7.5,7.5,7.3,7.8,6.1,Fase 5 (1° EM),5.0,2,Em fase,,,
RA-760,Aluno-760,2022,11,Masculino,2021,1.0,Escola Pública,0,0,L,Topázio,8.172,5.0,8.8,9.2,9.0,7.5,,8.917,9.3,8.2,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,True,Não atendido
RA-760,Aluno-760,2023,12,Masculino,2021,2.0,Pública,FASE 2,2,2L,Ágata,6.548333333,5.0,6.3,8.8,0.0,7.52,7.083333333,7.84,5.8,6.8,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-760,Aluno-760,2024,13,Masculino,2021,3.0,Pública,3M,3,3M,Ágata,6.942581818200001,10.0,5.0,7.090909091,9.168,7.51,6.25,6.158,2.5,3.5,9.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-761,Aluno-761,2022,9,Masculino,2022,0.0,Escola Pública,0,0,L,Topázio,8.06,5.0,8.2,9.4,10.0,7.5,,8.25,8.8,7.5,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-761,Aluno-761,2023,10,Masculino,2022,1.0,Pública,FASE 1,1,1L,Topázio,8.219533333,5.0,8.4,9.7,9.0,7.52,8.333333333,8.12,8.7,8.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-761,Aluno-761,2024,11,Masculino,2022,2.0,Pública,2M,2,2M,Topázio,8.174593939300001,10.0,7.25,8.8636363635,8.502,6.26,8.75,8.003333333,8.0,6.5,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-762,Aluno-762,2022,12,Masculino,2022,0.0,Escola Pública,0,0,L,Ametista,7.28,2.5,6.7,9.7,10.0,7.5,,7.083,7.3,6.0,,Fase 3 (7º e 8º ano),3.0,-3,Severa,False,False,Não atendido
RA-762,Aluno-762,2023,13,Masculino,2022,1.0,Pública,FASE 1,1,1K,Ametista,7.09945,5.0,5.8,9.1,10.0,3.14,7.8125,7.67,6.2,5.3,,Fase 3 (7° e 8° ano),3.0,-2,Moderada,,,
RA-762,Aluno-762,2024,14,Masculino,2022,2.0,Pública,2K,2,2K,Quartzo,5.9677326087,5.0,3.75,6.4239130435,10.002,6.26,6.5625,5.7525,4.0,3.5,,Fase 4 (9° ano),4.0,-2,Moderada,,,
RA-763,Aluno-763,2022,10,Feminino,2021,1.0,Escola Pública,0,0,L,Ametista,7.402,5.0,6.5,9.7,9.5,7.5,,7.167,6.3,6.7,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-763,Aluno-763,2023,10,Feminino,2021,2.0,Pública,ALFA,0,ALFA O - G2/G3,Ágata,6.7215,5.0,7.9,9.2,0.0,3.14,6.875,9.0,7.8,8.0,,Fase 2 (5° e 6° ano),2.0,-2,Moderada,,,
RA-763,Aluno-763,2024,11,Feminino,2021,3.0,Pública,1N,1,1N,Ágata,6.984760606,5.0,5.25,8.8636363635,9.002,6.26,7.708333333,6.825,6.5,4.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-764,Aluno-764,2022,8,Masculino,2022,0.0,Escola Pública,0,0,L,Ametista,8.004,10.0,7.5,8.8,9.0,7.5,,7.667,7.2,7.8,,ALFA  (2º e 3º ano),,0,Em fase,False,False,Não atendido
RA-764,Aluno-764,2023,9,Masculino,2022,1.0,Pública,FASE 1,1,1N,Ametista,7.682125,10.0,7.8,9.2,0.0,7.52,8.28125,8.56,6.0,9.5,,Fase 1 (3° e 4° ano),1.0,0,Em fase,,,
RA-764,Aluno-764,2024,10,Masculino,2022,2.0,Privada,2N,2,2N,Ametista,7.838370289900001,10.0,6.0,7.8804347825,8.002,7.51,8.4375,8.336666667,3.0,9.0,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-765,Aluno-765,2022,9,Masculino,2022,0.0,Escola Pública,0,0,L,Ágata,6.902,5.0,4.3,9.3,8.5,7.5,,7.417,5.0,3.7,,Fase 1 (4º ano),1.0,-1,Moderada,False,False,Não atendido
RA-766,Aluno-766,2022,11,Feminino,2020,2.0,Escola Pública,0,0,L,Topázio,8.185,5.0,8.7,9.5,10.0,7.5,,8.333,8.5,8.8,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-766,Aluno-766,2023,11,Feminino,2020,3.0,Pública,FASE 1,1,1K,Topázio,8.008408333,5.0,8.7,8.7,10.0,4.39,9.21875,8.336666667,9.2,8.2,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-767,Aluno-767,2022,10,Masculino,2021,1.0,Escola Pública,0,0,L,Ametista,7.511,5.0,7.0,9.0,9.5,7.5,,7.583,7.3,6.7,,Fase 2 (5º e 6º ano),2.0,-2,Moderada,False,False,Não atendido
RA-767,Aluno-767,2023,11,Masculino,2021,2.0,Pública,FASE 1,1,1L,Ametista,7.3807,5.0,6.3,8.3,10.0,7.52,7.291666667,7.446666667,6.5,6.0,,Fase 2 (5° e 6° ano),2.0,-1,Moderada,,,
RA-767,Aluno-767,2024,12,Masculino,2021,3.0,Pública,1L,1,1L,Topázio,8.131890476200002,5.0,8.25,9.0476190475,9.502,7.51,8.541666667,8.085,8.5,8.0,,Fase 3 (7° e 8° ano),3.0,-2,Moderada,,,
