RA,Nome,Ano,Idade,Genero,Ano_ingresso,Anos_na_PM,Instituicao_ensino,Fase_raw,Fase_num,Turma,Pedra,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Nota_Mat,Nota_Por,Nota_Ing,Fase_ideal_raw,Fase_ideal_num,Defasagem,Categoria_Defasagem,Indicado_bolsa,Atingiu_PV,Rec_Psicologia
RA-302,Aluno-302,2022,16,Masculino,2022,0.0,Escola Pública,3,3,M,Ágata,6.334,2.5,4.8,7.7,9.2,6.9,,6.208,4.3,5.0,5.0,Fase 6 (2º EM),6.0,-3,Severa,False,False,Sem limitações
RA-302,Aluno-302,2023,17,Masculino,2022,1.0,Pública,FASE 5,5,5L,Quartzo,5.314333333,5.0,4.3,7.3,0.0,5.0,7.5,6.255,4.7,2.3,5.8,Fase 7 (3° EM),7.0,-2,Moderada,,,
RA-303,Aluno-303,2022,14,Masculino,2019,3.0,Escola Pública,3,3,M,Ágata,6.03,5.0,3.9,7.2,7.5,7.5,,5.375,3.8,4.0,,Fase 4 (9º ano),4.0,-1,Moderada,False,False,Não atendido
RA-303,Aluno-303,2023,15,Masculino,2019,4.0,Pública,FASE 3,3,3M,Quartzo,5.914291667,5.0,5.1,7.3,0.0,7.52,7.65625,7.05,5.7,5.2,4.5,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-303,Aluno-303,2024,16,Masculino,2021,3.0,Pública,4M,4,4M,Ágata,6.2443426900666665,5.0,5.666666666666667,3.9520467836666664,8.751,7.51,6.875,7.535,5.0,5.0,7.0,Fase 6 (2° EM),6.0,-2,Moderada,,,
RA-304,Aluno-304,2022,15,Masculino,2020,2.0,Escola Pública,3,3,M,Ágata,6.355,5.0,4.3,7.7,8.8,7.5,,5.542,3.0,5.5,,Fase 5 (1º EM),5.0,-2,Moderada,True,False,Não atendido
RA-304,Aluno-304,2023,15,Masculino,2020,3.0,Pública,FASE 3,3,3N,Ágata,6.241583333,5.0,5.7,8.8,0.0,5.0,7.8125,7.835,7.0,3.7,6.3,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-304,Aluno-304,2024,16,Masculino,2021,3.0,Pública,3N,3,3N,Ágata,6.852411484600001,2.5,7.166666666666667,7.826890756333333,10.002,7.51,6.875,5.825,9.0,5.5,7.0,Fase 6 (2° EM),6.0,-3,Severa,,,
RA-305,Aluno-305,2022,14,Masculino,2019,3.0,Escola Pública,3,3,M,Ágata,6.058,5.0,4.8,6.6,7.9,7.5,,5.208,2.8,6.7,,Fase 4 (9º ano),4.0,-1,Moderada,False,False,Não atendido
RA-305,Aluno-305,2023,15,Masculino,2019,4.0,Pública,FASE 3,3,3L,Ágata,6.394291667,5.0,5.2,8.9,0.0,7.52,7.65625,7.75,5.2,4.8,5.7,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-305,Aluno-305,2024,16,Masculino,2021,3.0,Pública,4N,4,4N,Ágata,6.693026811600001,5.0,4.833333333333333,7.898550724666666,8.334,6.26,7.8125,7.03,3.0,3.0,8.5,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-306,Aluno-306,2022,14,Feminino,2021,1.0,Escola Pública,3,3,M,Ágata,6.427,5.0,5.2,6.8,8.3,7.5,,5.958,4.7,5.8,5.0,Fase 4 (9º ano),4.0,-1,Moderada,False,False,Não atendido
RA-306,Aluno-306,2023,15,Feminino,2021,2.0,Pública,FASE 4,4,4M,Quartzo,5.732375,5.0,4.0,7.9,0.0,6.26,7.34375,7.46,4.7,4.5,2.8,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-306,Aluno-306,2024,16,Feminino,2021,3.0,Pública,5M,5,5M,Ágata,6.1661539474,5.0,2.8333333333333335,7.699561403666666,7.917,7.51,7.34375,6.4125,3.5,1.5,3.5,Fase 6 (2° EM),6.0,-1,Moderada,,,
RA-307,Aluno-307,2022,14,Masculino,2022,0.0,Escola Pública,3,3,M,Quartzo,4.733,5.0,2.5,4.5,5.4,7.5,,4.708,5.0,0.0,,Fase 4 (9º ano),4.0,-1,Moderada,False,False,Não atendido
RA-307,Aluno-307,2023,15,Masculino,2022,1.0,Pública,FASE 3,3,3N,Ágata,6.047333333,5.0,6.3,6.5,0.0,7.52,7.5,7.46,6.3,7.3,5.2,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-308,Aluno-308,2022,13,Masculino,2019,3.0,Escola Pública,3,3,M,Ágata,6.93,10.0,5.0,7.4,7.9,6.9,,6.167,6.7,5.5,2.8,Fase 3 (7º e 8º ano),3.0,0,Em fase,True,False,Sem limitações
RA-308,Aluno-308,2023,14,Masculino,2019,4.0,Pública,FASE 4,4,4L,Ágata,6.578558333,10.0,4.9,6.8,5.4,5.0,7.03125,7.5025,4.7,5.2,4.7,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-308,Aluno-308,2024,15,Masculino,2021,3.0,Pública,5M,5,5M,Ametista,7.489282456133334,10.0,6.5,8.714912280666667,7.083,5.635,7.5,7.1225,5.5,7.0,7.0,Fase 4 (9° ano),4.0,1,Em fase,,,
RA-309,Aluno-309,2022,14,Feminino,2022,0.0,Escola Pública,3,3,M,Ágata,6.151,5.0,6.5,5.2,9.2,7.5,,5.083,7.0,6.0,,Fase 4 (9º ano),4.0,-1,Moderada,False,False,Não atendido
RA-31,Aluno-31,2022,17,Feminino,2019,3.0,Rede Decisão,6,6,A,Topázio,8.843,5.0,8.0,9.5,10.0,9.4,,10.0,9.0,5.7,9.3,Fase 7 (3º EM),7.0,-1,Moderada,False,True,Sem limitações
RA-31,Aluno-31,2023,18,Feminino,2019,4.0,Privada *Parcerias com Bolsa 100%,FASE 8,8,8E,,,10.0,,,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-31,Aluno-31,2024,19,Feminino,2021,3.0,Privada *Parcerias com Bolsa 100%,8E,8,8E,,,10.0,,0.0,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-310,Aluno-310,2022,15,Feminino,2022,0.0,Escola Pública,3,3,M,Ágata,6.4,5.0,4.5,7.5,7.9,7.5,,6.0,3.7,3.8,6.0,Fase 5 (1º EM),5.0,-2,Moderada,True,False,Não atendido
RA-311,Aluno-311,2022,16,Feminino,2022,0.0,Escola Pública,3,3,N,Quartzo,5.652,2.5,5.2,5.6,7.9,5.0,,6.222,5.0,6.2,4.3,Fase 6 (2º EM),6.0,-3,Severa,False,False,Requer avaliação
RA-312,Aluno-312,2022,13,Feminino,2022,0.0,Escola Pública,3,3,N,Ametista,7.339,10.0,5.2,8.1,9.6,7.5,,6.167,6.0,4.5,5.0,Fase 3 (7º e 8º ano),3.0,0,Em fase,False,False,Não atendido
RA-313,Aluno-313,2022,14,Feminino,2022,0.0,Escola Pública,3,3,N,Quartzo,5.8,5.0,4.1,7.0,7.5,5.0,,5.889,4.7,5.0,2.5,Fase 4 (9º ano),4.0,-1,Moderada,False,False,Requer avaliação
RA-313,Aluno-313,2023,14,Feminino,2022,1.0,Pública,FASE 4,4,4L,Ametista,7.011091667,10.0,3.9,8.7,9.2,2.52,7.65625,7.75,4.0,2.8,5.0,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-313,Aluno-313,2024,15,Feminino,2022,2.0,Pública,4L,4,4L,Ametista,7.2528500000000005,5.0,4.833333333333333,9.666666666666666,8.751,5.63,7.8125,8.1675,1.0,8.0,5.5,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-314,Aluno-314,2022,13,Feminino,2022,0.0,Escola Pública,3,3,N,Ágata,6.1,10.0,5.3,5.4,5.4,5.0,,6.0,4.3,3.3,8.3,Fase 3 (7º e 8º ano),3.0,0,Em fase,False,False,Requer avaliação
RA-315,Aluno-315,2022,13,Feminino,2022,0.0,Escola Pública,3,3,N,Quartzo,5.672,10.0,3.0,5.1,6.7,7.5,,5.056,3.0,4.2,1.8,Fase 3 (7º e 8º ano),3.0,0,Em fase,False,False,Não atendido
RA-315,Aluno-315,2023,14,Feminino,2022,1.0,Pública,FASE 3,3,3N,Quartzo,5.977708333,5.0,6.3,6.8,0.0,5.0,7.96875,7.8375,5.7,6.8,6.3,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-315,Aluno-315,2024,15,Feminino,2022,2.0,Pública,4M,4,4M,Ágata,6.0768703704,5.0,6.833333333333333,5.918518518666667,0.0,7.51,7.5,7.6275,6.5,6.5,7.5,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-316,Aluno-316,2022,14,Feminino,2022,0.0,Escola Pública,3,3,N,Ametista,7.889,5.0,6.1,10.0,10.0,6.9,,8.389,7.0,6.5,4.7,Fase 4 (9º ano),4.0,-1,Moderada,True,True,Não atendido
RA-316,Aluno-316,2023,14,Feminino,2022,1.0,Pública,FASE 4,4,4M,Topázio,8.436908333,10.0,5.7,9.5,10.0,7.52,8.59375,8.96,6.3,5.7,5.0,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-316,Aluno-316,2024,15,Feminino,2022,2.0,Privada - Programa de Apadrinhamento,5M,5,5M,Topázio,8.708925,10.0,8.0,10.0,9.168,7.51,7.65625,8.3775,8.5,7.0,8.5,Fase 5 (1° EM),5.0,0,Em fase,,,
RA-317,Aluno-317,2022,13,Masculino,2021,1.0,Escola Pública,3,3,N,Ametista,7.04,10.0,6.8,5.6,8.8,7.5,,5.944,4.7,5.7,10.0,Fase 3 (7º e 8º ano),3.0,0,Em fase,False,False,Não atendido
RA-318,Aluno-318,2022,14,Feminino,2019,3.0,Escola Pública,3,3,N,Ágata,6.527,5.0,5.8,6.9,8.3,6.9,,6.111,4.3,5.8,7.3,Fase 4 (9º ano),4.0,-1,Moderada,False,False,Sem limitações
RA-318,Aluno-318,2023,15,Feminino,2019,4.0,Pública,FASE 4,4,4M,Ágata,6.856575,5.0,4.9,8.1,7.9,6.26,7.96875,7.71,5.0,5.0,4.7,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-318,Aluno-318,2024,16,Feminino,2021,3.0,Pública,5L,5,5L,Ametista,7.025000925866668,5.0,4.666666666666667,9.129629629666667,7.917,7.51,7.34375,7.443333333,2.0,6.0,6.0,Fase 6 (2° EM),6.0,-1,Moderada,,,
RA-319,Aluno-319,2022,13,Masculino,2022,0.0,Escola Pública,3,3,N,Ametista,7.448,10.0,5.2,7.7,9.2,7.5,,7.5,6.3,4.3,5.0,Fase 3 (7º e 8º ano),3.0,0,Em fase,False,False,Não atendido
RA-319,Aluno-319,2023,14,Masculino,2022,1.0,Concluiu o 3º EM,FASE 4,4,4N,Topázio,8.367208333,10.0,7.2,9.2,9.6,5.0,8.59375,8.88,5.7,5.8,10.0,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-319,Aluno-319,2024,15,Masculino,2022,2.0,Pública,5L,5,5L,Ametista,7.948699561466667,10.0,5.833333333333333,9.024122807,9.585,7.51,7.34375,7.666666667,4.0,5.0,8.5,Fase 5 (1° EM),5.0,0,Em fase,,,
RA-32,Aluno-32,2022,16,Feminino,2018,4.0,Rede Decisão,6,6,A,Ametista,7.37,10.0,6.1,5.2,8.8,8.8,,7.944,5.7,3.6,8.9,Fase 6 (2º EM),6.0,0,Em fase,False,False,Sem limitações
RA-32,Aluno-32,2023,17,Feminino,2018,5.0,Privada - Programa de Apadrinhamento,FASE 7,7,7A,Ágata,6.716666667,10.0,7.9,8.2,0.0,3.77,7.375,6.8775,9.0,5.8,9.0,Fase 7 (3° EM),7.0,0,Em fase,,,
RA-320,Aluno-320,2022,14,Feminino,2022,0.0,Escola Pública,3,3,N,Ametista,7.897,5.0,6.4,10.0,8.8,6.9,,8.667,7.3,6.3,5.7,Fase 4 (9º ano),4.0,-1,Moderada,True,True,Sem limitações
RA-320,Aluno-320,2023,14,Feminino,2022,1.0,Pública,FASE 4,4,4M,Topázio,8.393508333,10.0,5.5,9.9,9.2,7.52,8.59375,8.96,5.7,6.0,4.7,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-320,Aluno-320,2024,15,Feminino,2022,2.0,Privada - Programa de Apadrinhamento,5M,5,5M,Topázio,8.442258333333335,10.0,6.666666666666667,10.0,9.168,7.51,7.65625,8.3775,7.5,5.5,7.0,Fase 5 (1° EM),5.0,0,Em fase,,,
RA-321,Aluno-321,2022,12,Feminino,2022,0.0,Escola Pública,3,3,N,Ametista,7.792,10.0,5.2,9.1,9.2,5.6,,8.278,5.7,6.2,3.7,Fase 3 (7º e 8º ano),3.0,0,Em fase,True,False,Sem limitações
RA-321,Aluno-321,2023,13,Feminino,2022,1.0,Pública,FASE 4,4,4N,Ametista,7.695233333,10.0,6.2,9.4,8.3,2.52,8.125,8.42,6.0,5.8,6.7,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-321,Aluno-321,2024,14,Feminino,2022,2.0,Pública,5N,5,5N,Topázio,8.125807932933334,10.0,7.166666666666667,9.534706331,7.917,6.26,8.125,7.776666667,6.0,6.0,9.5,Fase 4 (9° ano),4.0,1,Em fase,,,
RA-322,Aluno-322,2022,13,Feminino,2022,0.0,Escola Pública,3,3,N,Ágata,6.859,10.0,4.7,8.1,7.1,5.0,,6.778,4.3,5.7,4.0,Fase 3 (7º e 8º ano),3.0,0,Em fase,False,False,Requer avaliação
RA-322,Aluno-322,2023,14,Feminino,2022,1.0,Pública,FASE 4,4,4N,Ametista,7.037808333,10.0,5.3,8.3,6.7,2.52,7.96875,8.045,4.0,5.5,6.3,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-323,Aluno-323,2022,13,Masculino,2022,0.0,Escola Pública,3,3,N,Ágata,6.86,10.0,3.4,7.3,9.2,7.5,,6.611,7.3,2.5,0.5,Fase 3 (7º e 8º ano),3.0,0,Em fase,False,False,Sem limitações
RA-324,Aluno-324,2022,10,Feminino,2022,0.0,Escola Pública,2,2,A,Topázio,8.27,10.0,6.8,9.3,10.0,6.9,,8.611,6.3,7.2,,Fase 2 (5º e 6º ano),2.0,0,Em fase,True,True,Sem limitações
RA-324,Aluno-324,2023,11,Feminino,2022,1.0,Pública,FASE 2,2,2D,Ametista,7.6354,10.0,8.4,9.0,5.8,2.52,8.125,7.5875,8.0,8.7,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-325,Aluno-325,2022,10,Masculino,2022,0.0,Escola Pública,2,2,A,Ametista,7.619,10.0,6.0,6.8,9.5,7.5,,8.444,6.0,6.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,True,True,Sem limitações
RA-325,Aluno-325,2023,11,Masculino,2022,1.0,Pública,FASE 2,2,2D,Ágata,6.243,10.0,5.6,7.1,0.0,5.0,8.125,7.0025,3.8,7.3,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-325,Aluno-325,2024,12,Masculino,2022,2.0,Pública,3C,3,3C,Topázio,8.385133333233336,10.0,7.0,9.866666666666667,9.168,7.51,8.333333333,7.553333333,7.0,5.5,8.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-326,Aluno-326,2022,12,Feminino,2022,0.0,Escola Pública,2,2,A,Topázio,8.22,5.0,9.0,9.7,10.0,5.0,,8.944,8.7,9.3,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,True,True,Requer avaliação
RA-326,Aluno-326,2023,13,Feminino,2022,1.0,Privada,FASE 3,3,3A,Topázio,8.65075,10.0,8.2,9.4,9.6,3.14,9.0625,9.76,8.3,7.5,8.8,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-326,Aluno-326,2024,14,Feminino,2022,2.0,Privada,4A,4,4A,Topázio,8.832389092333335,10.0,9.333333333333334,8.973112128333334,9.168,6.26,8.875,8.704,10.0,9.0,9.0,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-327,Aluno-327,2022,11,Masculino,2021,1.0,Escola Pública,2,2,A,Ágata,6.986,10.0,2.8,8.8,8.5,7.5,,7.333,2.3,3.2,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-328,Aluno-328,2022,12,Masculino,2020,2.0,Escola Pública,2,2,A,Ágata,6.823,5.0,5.3,7.0,10.0,7.5,,7.5,4.0,6.5,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-329,Aluno-329,2022,11,Masculino,2019,3.0,Escola Pública,2,2,A,Ágata,6.313,10.0,5.0,6.9,7.4,4.4,,5.778,3.0,7.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Requer avaliação
RA-33,Aluno-33,2022,17,Feminino,2020,2.0,Escola Pública,6,6,A,Quartzo,4.952,5.0,4.8,4.6,0.0,7.5,,6.0,9.0,1.6,3.7,Fase 7 (3º EM),7.0,-1,Moderada,False,False,Sem limitações
RA-330,Aluno-330,2022,14,Feminino,2018,4.0,Escola Pública,2,2,A,Ágata,6.446,5.0,2.5,8.8,9.5,7.5,,7.056,2.3,2.7,,Fase 4 (9º ano),4.0,-2,Moderada,False,False,Sem limitações
RA-330,Aluno-330,2023,15,Feminino,2018,5.0,Pública,FASE 3,3,3A,Ágata,6.084875,5.0,3.3,7.2,9.6,6.89,6.71875,5.8275,3.8,3.8,2.3,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-331,Aluno-331,2022,12,Feminino,2019,3.0,Escola Pública,2,2,A,Ágata,6.636,5.0,3.7,8.7,9.0,7.5,,6.944,2.3,5.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-331,Aluno-331,2023,13,Feminino,2019,4.0,Pública,FASE 3,3,3B,Ametista,7.039791667,10.0,5.2,8.6,9.6,2.52,7.03125,6.7975,5.7,4.8,5.2,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-331,Aluno-331,2024,14,Feminino,2021,3.0,Pública,3B,3,3B,Ágata,6.231045707066668,5.0,3.5,7.735353535333334,8.751,8.755,6.09375,5.62,4.0,3.5,3.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-332,Aluno-332,2022,13,Masculino,2017,5.0,Rede Decisão,2,2,A,Ametista,7.883,5.0,7.5,9.0,9.5,8.1,,8.5,7.5,7.5,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,True,Sem limitações
RA-332,Aluno-332,2023,14,Masculino,2017,6.0,Privada - Programa de Apadrinhamento,FASE 3,3,3A,Topázio,8.002591667,5.0,6.8,8.4,9.2,8.76,8.28125,9.175,6.3,7.7,6.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-332,Aluno-332,2024,15,Masculino,2021,3.0,Privada - Programa de Apadrinhamento,4A,4,4A,Topázio,8.421271701,10.0,7.0,7.605358505000001,9.585,9.38,8.625,8.706,7.0,7.0,7.0,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-333,Aluno-333,2022,14,Masculino,2018,4.0,Escola JP II,2,2,A,Quartzo,5.249,5.0,2.9,5.8,8.0,3.8,,6.722,0.2,5.7,,Fase 4 (9º ano),4.0,-2,Moderada,False,False,Não indicado
RA-334,Aluno-334,2022,11,Feminino,2019,3.0,Rede Decisão,2,2,A,Ametista,7.961,10.0,8.0,9.2,6.9,4.4,,8.722,7.0,9.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,True,Não indicado
RA-335,Aluno-335,2022,10,Masculino,2022,0.0,Escola Pública,2,2,A,Ametista,7.902,10.0,7.4,9.4,9.5,7.5,,6.833,5.8,9.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-336,Aluno-336,2022,13,Masculino,2016,6.0,Escola Pública,2,2,A,Ágata,6.787,5.0,5.1,8.5,9.5,4.4,,7.889,4.5,5.7,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-336,Aluno-336,2023,14,Masculino,2016,7.0,Pública,FASE 3,3,3B,Quartzo,5.887708333,5.0,5.1,7.5,0.0,6.89,7.34375,7.255,6.7,5.2,3.3,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-336,Aluno-336,2024,15,Masculino,2021,3.0,Pública,4A,4,4A,Ágata,6.834286748466667,10.0,5.833333333333333,5.512100409000001,7.5,6.26,7.5,7.196,6.0,6.5,5.0,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-337,Aluno-337,2022,11,Masculino,2022,0.0,Escola Pública,2,2,B,Ametista,7.914,10.0,5.8,9.3,10.0,7.5,,7.611,7.5,4.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Não atendido
RA-338,Aluno-338,2022,12,Masculino,2019,3.0,Escola Pública,2,2,B,Ágata,6.837,5.0,5.8,7.3,8.5,7.5,,7.611,5.3,6.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Não atendido
RA-338,Aluno-338,2023,13,Masculino,2019,4.0,Pública,FASE 3,3,3D,Topázio,8.287441667,10.0,6.7,9.1,8.3,7.52,8.59375,8.38,8.7,7.0,4.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-338,Aluno-338,2024,14,Masculino,2021,3.0,Pública,4B,4,4B,Topázio,8.052795331466667,10.0,6.833333333333333,7.441643324,9.168,7.51,7.625,8.8375,5.0,8.0,7.5,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-339,Aluno-339,2022,11,Feminino,2019,3.0,Escola Pública,2,2,B,Topázio,8.488,10.0,8.1,9.9,6.9,7.5,,8.889,7.1,9.2,,Fase 2 (5º e 6º ano),2.0,0,Em fase,True,True,Não atendido
RA-339,Aluno-339,2023,12,Feminino,2019,4.0,Pública,FASE 3,3,3D,Ametista,7.377583333,10.0,7.1,8.9,0.0,7.52,7.8125,8.255,7.7,5.7,7.8,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-339,Aluno-339,2024,13,Feminino,2021,3.0,Pública,4A,4,4A,Ametista,7.711540746133334,10.0,8.166666666666666,7.155537064000001,7.5,5.635,8.0,7.668,8.0,7.0,9.5,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-34,Aluno-34,2022,17,Masculino,2016,6.0,Rede Decisão,6,6,A,Ágata,6.259,5.0,3.8,4.8,9.6,8.1,,7.278,4.7,4.0,2.8,Fase 7 (3º EM),7.0,-1,Moderada,False,False,Sem limitações
RA-34,Aluno-34,2023,18,Masculino,2016,7.0,Privada *Parcerias com Bolsa 100%,FASE 8,8,8E,,,10.0,,,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-340,Aluno-340,2022,11,Masculino,2017,5.0,Escola Pública,2,2,B,Ametista,7.721,10.0,6.5,8.2,9.0,7.5,,7.667,6.0,7.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Não atendido
RA-340,Aluno-340,2023,12,Masculino,2017,6.0,Pública,FASE 2,2,2B,Ametista,7.059666667,5.0,8.9,9.6,0.0,2.52,9.166666667,8.505,9.0,8.7,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-340,Aluno-340,2024,13,Masculino,2021,3.0,Pública,3D,3,3D,Ágata,6.715437329466668,10.0,5.166666666666667,6.585769980666666,7.917,7.51,6.5625,5.83,6.0,7.0,2.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-341,Aluno-341,2022,12,Masculino,2022,0.0,Escola Pública,2,2,B,Ágata,6.854,5.0,5.8,7.7,8.0,7.5,,7.5,5.0,6.5,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Não atendido
RA-342,Aluno-342,2022,14,Feminino,2021,1.0,Escola Pública,2,2,B,Ágata,6.941,5.0,6.6,6.7,9.0,7.5,,7.5,5.5,7.7,,Fase 4 (9º ano),4.0,-2,Moderada,False,False,Não atendido
RA-342,Aluno-342,2023,15,Feminino,2021,2.0,Pública,FASE 3,3,3D,Ametista,7.539875,5.0,6.6,8.6,7.5,7.52,7.96875,8.505,6.3,7.8,5.7,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-342,Aluno-342,2024,16,Feminino,2021,3.0,Pública,4C,4,4C,Ágata,6.757026587266667,5.0,4.5,7.728174603333334,8.751,6.26,7.65625,7.723333333,6.5,7.0,0.0,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-343,Aluno-343,2022,14,Masculino,2020,2.0,Escola Pública,2,2,B,Ágata,6.9,5.0,5.9,7.4,9.5,7.5,,7.167,4.2,7.7,,Fase 4 (9º ano),4.0,-2,Moderada,False,False,Não atendido
RA-343,Aluno-343,2023,15,Masculino,2020,3.0,Pública,FASE 3,3,3B,Ágata,6.779591667,5.0,5.7,7.2,9.2,6.26,7.65625,6.9225,4.5,6.7,6.0,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-344,Aluno-344,2022,11,Masculino,2019,3.0,Escola Pública,2,2,B,Ametista,7.263,10.0,4.5,8.3,8.5,7.5,,7.5,2.3,6.7,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Não atendido
RA-345,Aluno-345,2022,13,Masculino,2021,1.0,Escola Pública,2,2,B,Quartzo,5.75,5.0,3.6,5.4,9.5,5.6,,6.667,1.3,5.8,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-345,Aluno-345,2023,14,Masculino,2021,2.0,Pública,FASE 3,3,3B,Ágata,6.534766667,5.0,4.6,6.8,8.8,6.26,8.125,7.1725,5.7,5.7,2.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-346,Aluno-346,2022,10,Masculino,2022,0.0,Escola Pública,2,2,B,Topázio,8.143,10.0,7.0,9.1,10.0,7.5,,7.889,6.0,8.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Não atendido
RA-346,Aluno-346,2023,11,Masculino,2022,1.0,Pública,FASE 3,3,3B,Ametista,7.305541667,10.0,6.2,9.4,0.0,8.14,7.96875,7.84,6.7,5.5,6.5,Fase 2 (5° e 6° ano),2.0,1,Em fase,,,
RA-346,Aluno-346,2024,12,Masculino,2022,2.0,Pública,3A,3,3A,Ametista,7.761749603200001,10.0,6.166666666666667,9.149206349333333,10.002,2.51,7.96875,8.2525,6.0,4.5,8.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-347,Aluno-347,2022,12,Feminino,2019,3.0,Escola Pública,2,2,B,Ametista,7.908,5.0,8.5,10.0,9.0,5.6,,8.0,8.5,8.5,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,True,False,Sem limitações
RA-347,Aluno-347,2023,13,Feminino,2019,4.0,Pública,FASE 3,3,3D,Ametista,7.61835,10.0,7.3,9.5,6.7,2.52,7.8125,7.7925,6.7,6.2,9.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-347,Aluno-347,2024,14,Feminino,2021,3.0,Pública,4A,4,4A,Topázio,8.384742583733333,10.0,7.666666666666667,9.673046251999999,8.751,6.885,8.0,7.766,6.5,7.5,9.0,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-348,Aluno-348,2022,12,Masculino,2022,0.0,Escola Pública,2,2,B,Quartzo,5.864,5.0,1.8,8.7,9.0,7.5,,5.833,0.5,3.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-348,Aluno-348,2023,13,Masculino,2022,1.0,Pública,FASE 2,2,2B,Ágata,6.817866667,5.0,4.4,8.7,10.0,2.52,8.541666667,8.0075,2.0,6.7,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-349,Aluno-349,2022,12,Masculino,2021,1.0,Escola Pública,2,2,B,Quartzo,5.658,5.0,3.7,7.7,9.5,7.5,,3.944,2.2,5.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
